included_for_analysis,start_date,progress,duration,finished,informed_consent,fruit_answer,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,control_engagement_1,control_engagement_2,control_description,proximal_engagement_1,proximal_engagement_2,proximal_description,distal_engagement_1,distal_engagement_2,distal_description,concerned,serious_impact,likely,relative_importance,mitigation_intention_1,mitigation_intention_2,mitigation_intention_3,mitigation_intention_4,mitigation_intention_5,mitigation_intention_6,mitigation_intention_7,policy_support_1,policy_support_2,policy_support_3,policy_support_4,PD_1,PD_2,PD_3,PD_4,math,PD_5,PD_6,PD_7,PD_8,efficacy_1,efficacy_2,efficacy_3,efficacy_4,experience,damage_1,damage_2,age,gender,gender_text,race,ethnicity,education,fossil_fuel,zip_code,zip_code_duration,political_party,political_party_text,political_scale,condition
0,3/27/23 16:03,100,173,1,1,5,3,5,4,5,5,5,4,5,5,4,4,4,4,5,5,10,10,I’m most important information to know about this topic,,,,,,,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,4,2,,1,1,1,3,75211,2007,4,,4,control
2,3/17/23 2:48,100,490,1,1,5,5,5,3,7,6,6,6,7,7,2,4,3,6,7,6,,,,11,10,We have to pay attention to the climate change issue ,,,,5,3,4,4,5,3,5,3,5,4,5,2,4,1,2,3,3,2,4,5,1,3,2,3,2,5,3,4,2,,,6,2,,1,1,4,3,78233,2002,3,,4,proximal
0,3/27/23 16:28,100,238,1,1,5,7,6,7,7,5,7,7,7,7,7,5,6,7,7,2,,,,10,10,Regarding tragic events regarding weather ,,,,6,4,7,4,5,5,1,1,3,1,2,4,4,4,3,3,4,4,4,4,4,5,1,2,2,2,4,4,2,,,5,2,,2,2,3,3,75134,204,4,,4,proximal
2,3/28/23 10:14,100,501,1,1,5,5,6,5,6,6,5,6,6,6,5,3,5,4,3,4,,,,11,10,We have had a lot of wierd weather,,,,4,4,4,3,5,2,1,1,2,4,4,2,3,3,3,3,4,3,3,5,3,3,3,4,2,2,3,3,2,,,10,2,,1,2,2,3,79226,1946,1,,7,proximal
2,3/14/23 9:41,100,502,1,1,5,6,2,5,7,5,6,7,7,7,4,6,2,2,2,7,,,,11,8,I do not blame climate change for hurricanes.  There have always been hurricanes even when the coastal areas were not inhabited.,,,,1,1,1,1,5,1,1,1,1,5,2,1,1,2,1,3,3,1,1,5,5,3,5,5,1,1,1,1,1,1,1,8,2,,1,2,5,3,75783,2001,1,,7,proximal
2,3/16/23 1:50,100,506,1,1,5,5,5,6,7,7,7,3,3,7,4,6,7,7,7,7,,,,12,12,"They describe the impact that climate change has on our lives locally. I would say other examples and tell them we need to do something, vote better at least. ",,,,7,5,7,7,3,2,3,5,4,1,2,5,3,5,5,5,4,4,5,5,3,4,2,5,3,5,5,5,1,3,6,5,2,,1,2,6,"2,3",77803,2021,3,,1,proximal
2,3/14/23 8:26,100,507,1,1,5,7,7,7,7,6,7,7,7,6,3,4,4,5,5,6,,,,12,10,Disasters are getting more widespread and serious because of climate change. Such as hurricanes that have stuck our coast lines.,,,,6,7,5,5,3,2,1,1,1,4,4,3,2,4,4,1,1,4,4,5,1,1,1,4,5,5,5,5,1,4,6,9,2,,1,2,3,3,75081,2022,3,,4,proximal
2,3/27/23 12:46,100,508,1,1,5,7,6,7,7,7,7,6,7,5,5,6,5,5,5,7,,,,11,11,Climate change is affecting everyone ,,,,7,7,5,7,2,3,4,3,2,3,4,4,3,4,3,3,2,4,4,5,2,3,2,3,3,4,3,4,1,4,7,4,2,,6,1,1,3,77449,21,3,,4,proximal
0,3/27/23 18:01,100,249,1,1,5,6,7,4,5,4,7,6,6,5,6,5,4,4,6,4,,,,10,10,That in 2018 the hurricane that struck Texas killed many people ,,,,4,4,4,4,5,3,3,1,3,2,3,3,3,2,2,4,3,3,3,3,2,3,3,2,2,3,3,1,1,5,4,6,2,,1,2,3,3,77096,2023,3,,4,proximal
0,3/27/23 18:30,100,205,1,1,5,3,3,4,3,4,4,3,4,4,3,3,3,3,3,4,,,,11,12,I liked the type of message because it is important for the people to know about this in order to know how to act in a situation like this ,,,,5,5,5,7,5,4,4,4,4,3,4,4,5,4,4,5,5,4,4,3,4,5,4,4,4,5,4,4,2,,,6,1,,1,2,5,3,77423,77423,4,,6,proximal
0,3/27/23 18:32,100,184,1,1,5,6,4,6,6,4,6,6,5,5,7,6,6,6,5,7,,,,,,,11,10,Weather conditions are changing everywhere ,5,5,6,5,4,3,4,2,3,2,4,4,3,4,3,4,4,4,4,4,4,4,5,4,4,5,4,4,1,1,1,7,2,,1,2,5,3,76008,2000,1,,5,distal
0,3/27/23 18:40,100,191,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,10,10,It’s amazing ,1,1,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,5,2,,1,1,3,3,78109,2014,4,,4,distal
2,3/27/23 13:25,100,508,1,1,5,7,7,7,7,7,7,3,6,6,4,5,5,4,7,7,,,,12,11,"It is about a specific hurricane that happened in Texas, and scientists say that the climate change makes those destructive hurricanes more likely to happen again ",,,,5,5,5,5,3,1,5,4,2,1,2,4,3,4,4,2,3,4,5,5,2,3,2,5,4,4,5,5,2,,,4,2,,1,2,3,3,76203,2022,3,,4,proximal
0,3/27/23 18:41,100,341,1,1,5,6,6,5,6,7,7,6,7,4,5,6,5,7,6,7,11,10,The economy is changing rapidly ,,,,,,,4,5,4,1,3,4,1,1,3,3,4,4,2,2,3,3,3,1,1,3,5,3,3,1,3,2,2,2,2,,,4,2,,2,2,5,3,76001,2017,3,,4,control
0,3/27/23 18:53,100,234,1,1,5,7,6,6,6,7,6,6,6,6,7,7,6,7,5,7,12,12,Climate change is affecting the world.,,,,,,,7,6,6,6,5,4,4,5,5,3,4,4,4,5,5,1,2,5,4,1,2,1,1,5,3,5,5,4,1,4,5,6,1,,1,2,4,3,77340,2016,4,,2,control
0,3/27/23 18:54,100,181,1,1,5,4,6,4,4,6,5,5,4,5,6,6,4,4,4,5,,,,11,11,They are super informative paragraphs,,,,6,4,6,4,4,4,4,4,2,4,3,4,5,4,4,4,4,4,4,4,5,2,4,4,4,4,4,4,2,,,5,1,,2,2,4,3,75150,1996,1,,3,proximal
1,3/15/23 11:17,100,2084,1,1,5,2,1,1,2,7,4,3,7,4,1,1,4,7,4,4,,,,8,10,"I am not at all concerned, nor am I interested in what this paragraph is talking about.",,,,1,2,1,1,1,1,5,5,1,1,1,1,1,1,1,5,5,1,4,5,5,5,5,1,5,5,3,5,2,,,6,2,,2,2,3,3,76115,2022,1,,7,proximal
1,3/15/23 12:43,100,672,1,1,5,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,,,,12,12,Clearly presented ,,,,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,3,5,5,5,5,5,1,4,6,8,1,,2,2,1,3,77028,1992,3,,3,proximal
2,3/15/23 21:15,100,509,1,1,5,5,2,4,7,5,6,4,6,2,4,5,3,3,4,5,,,,10,10,Talks about climate and weather conditions/changes,,,,4,6,7,4,5,3,3,3,3,2,2,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,2,,,4,4,Genderfluid,1,1,2,2,78541,2008,5,,4,proximal
2,3/14/23 8:35,100,510,1,1,5,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,,,,12,12,These paragraphs explain how Climate Change effects the environment as well as the economy.,,,,7,7,7,7,5,4,2,2,2,2,5,3,2,3,2,1,3,5,5,5,1,3,3,5,5,5,3,5,1,5,5,7,1,,1,2,3,3,77510,2008,3,,4,proximal
2,3/19/23 13:40,100,510,1,1,5,4,6,7,5,5,6,5,6,7,7,5,5,6,6,6,,,,12,11,The description of hurricanes through recent years. ,,,,4,6,5,6,4,2,4,3,4,3,4,4,3,4,4,3,4,2,4,5,4,4,4,2,3,4,3,4,2,,,4,1,,1,1,2,3,78046,2005,3,,4,proximal
2,3/31/23 21:55,100,517,1,1,5,4,2,7,6,7,7,2,7,7,4,7,2,3,6,5,,,,12,10,Climate chanhe can lead to serious weather abnormalities over time,,,,6,7,7,6,1,1,1,4,1,1,5,5,3,4,5,1,4,4,4,5,2,2,1,4,5,4,5,5,2,,,5,1,,1,1,3,3,75067,2023,3,,4,proximal
0,3/27/23 19:16,100,177,1,1,5,4,5,4,5,1,6,6,5,5,4,7,4,4,6,4,,,,,,,11,10,It would say a lot about me,6,7,4,5,4,4,4,5,4,4,3,4,5,4,4,4,5,5,4,4,3,5,5,4,5,4,5,4,2,,,5,2,,2,2,4,2,75050,2018,3,,5,distal
2,3/27/23 19:44,100,529,1,1,5,7,6,6,7,7,7,5,7,7,5,6,1,6,7,7,,,,12,12,Climate change is making storms more intense and dangerous ,,,,7,7,6,7,5,1,1,5,5,1,5,5,5,5,4,1,1,5,5,5,1,1,1,5,4,4,5,5,2,,,9,1,,1,2,5,3,71822,2023,4,,1,proximal
2,3/14/23 14:21,100,530,1,1,5,6,6,7,7,7,7,7,7,7,4,7,2,4,3,7,,,,11,11,To me it is talking about Global warming and the natural disasters that can occur and all of them are unpredictable.,,,,6,6,5,4,5,4,4,4,5,5,1,3,3,4,4,3,4,4,4,5,3,4,3,4,4,4,3,4,2,,,9,2,,1,2,2,3,75501,1951,4,,4,proximal
2,3/14/23 20:49,100,532,1,1,5,4,5,5,7,7,7,7,7,7,1,7,3,7,7,6,,,,12,10,Climate change is causing unexplainable & disastrous weather that's taking lives,,,,5,7,5,5,3,3,1,1,5,1,5,5,2,5,3,1,1,5,5,5,1,1,2,3,4,4,5,5,2,,,7,2,,2,2,1,3,79364,1975,4,,1,proximal
2,3/14/23 10:58,100,534,1,1,5,6,7,7,7,5,6,7,7,6,6,6,6,6,7,7,,,,11,11,maybe something to climate change,,,,4,4,2,2,4,1,1,2,2,3,2,4,1,2,4,4,4,2,2,5,4,4,4,2,1,1,2,3,1,4,4,9,1,,1,2,3,2,75752,2000,1,,6,proximal
1,3/16/23 10:09,100,1089,1,1,5,5,4,5,5,7,4,7,6,6,6,4,5,4,3,5,,,,11,9,These are exaggerations  ,,,,3,2,1,2,4,1,2,4,2,2,4,2,4,2,2,3,2,2,2,5,4,2,3,1,3,3,3,3,1,2,5,9,2,,1,2,2,3,76504,1983,3,,4,proximal
2,3/19/23 5:36,100,534,1,1,5,5,6,6,7,6,6,7,7,7,6,6,7,6,5,5,,,,11,10,description of weather situation,,,,4,4,4,4,1,1,1,1,1,2,5,4,1,3,2,3,4,3,4,5,3,3,3,4,3,2,3,4,1,2,2,10,2,,1,2,5,3,78633,2000,1,,5,proximal
2,3/18/23 0:08,100,546,1,1,5,7,7,7,7,7,7,7,7,7,5,6,7,4,5,4,,,,11,10,i would describe these paragraphs as information on the future climate due to climate change,,,,7,7,6,7,4,2,2,2,2,1,3,3,3,4,4,2,2,5,5,5,1,5,1,3,4,2,4,5,2,,,4,2,,1,1,3,3,79907,2000,3,,4,proximal
0,3/27/23 20:30,100,484,1,1,5,6,5,7,5,6,7,6,4,2,6,1,1,6,5,5,,,,,,,11,12,They talk about African cyclones and their effect on climate.,3,5,7,7,5,4,5,3,2,3,3,4,5,4,5,3,1,1,2,2,2,1,2,3,4,5,4,5,2,,,8,2,,1,2,5,3,76201,2019,4,,2,distal
2,3/14/23 8:31,100,553,1,1,5,5,7,4,7,7,7,7,7,7,1,1,5,4,7,7,,,,12,12,CLIMATE CHANGE IS CAUSING SERIOUS WEATHER PATTERNS. INCREASING HURRICANES AND FIRES AND OTHER CATASTROPHIC PROBLEMS. SOMETHING NEEDS TO CHANGE TO CORRECT THESE PROBLEMS.,,,,4,7,7,7,5,1,2,3,5,4,5,4,4,3,4,3,3,3,5,5,2,3,3,5,3,4,3,3,2,,,8,2,,1,2,2,3,76401,1967,3,,4,proximal
0,3/27/23 21:17,100,151,1,1,5,4,6,4,5,4,4,5,2,5,5,3,3,3,6,3,11,12,I'm not really sure what I would say to them but I do know,,,,,,,5,4,3,1,3,3,1,4,2,2,4,4,2,2,2,5,2,4,3,1,4,4,2,3,1,4,2,2,1,5,2,7,2,,3,1,3,3,75247,2018,4,,5,control
2,3/18/23 10:57,100,559,1,1,5,7,7,7,7,7,6,7,6,7,7,2,7,6,3,5,,,,12,12,Climate change is serious and it’s changing the weather to become more severe ,,,,7,7,7,7,3,4,2,4,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,,6,1,,1,2,5,3,75417,2012,1,,7,proximal
2,3/27/23 21:33,100,562,1,1,5,6,6,6,6,6,6,6,6,6,7,7,4,6,7,7,,,,12,11,Times have changed. We see more and more disasters with every day that passes. And what are we doing? Nothing. We want to live comfortably but forget at what price it comes. ,,,,7,6,6,6,3,2,5,5,1,1,4,4,4,5,4,1,1,5,5,5,1,3,1,4,5,5,5,5,1,2,4,7,1,,6,1,2,"1,2",77642,2016,1,,6,proximal
0,3/27/23 21:32,100,219,1,1,5,1,5,5,3,5,3,5,5,5,6,4,5,3,5,5,,,,,,,9,10,It’s great at what it does ,7,5,3,3,3,3,4,3,3,4,4,3,3,5,1,3,5,5,4,4,3,3,3,4,4,4,3,3,2,,,4,2,,1,1,5,1,78852,78852,4,,1,distal
2,3/28/23 2:33,100,562,1,1,5,6,4,5,7,6,6,7,7,7,4,5,6,4,6,4,,,,11,10,Updated climate changes affecting 2022,,,,6,5,4,4,5,1,2,2,4,4,4,4,2,2,3,2,3,3,3,5,3,2,3,1,4,3,3,4,2,,,6,1,,1,2,3,3,75119,2020,1,,4,proximal
2,3/14/23 8:19,100,572,1,1,5,6,6,5,6,4,5,7,7,6,5,4,4,5,6,6,,,,11,11,climate change is occuring causing extreme weather conditions across the globe.hurricane imelda in 2019 is a most recent example.,,,,6,7,4,5,2,4,2,4,4,2,4,1,2,1,3,2,2,3,4,5,2,2,2,4,3,4,4,4,2,,,9,2,,1,2,4,3,75686,2004,3,,5,proximal
2,4/2/23 16:57,100,572,1,1,5,5,6,6,7,6,7,7,7,4,6,4,5,6,6,6,,,,11,10,These are some of the impacts I believe has been caused in enhanced due to climate and environmental changes.,,,,6,6,6,5,3,3,1,1,3,5,2,4,4,3,3,2,2,4,4,5,2,2,2,2,4,4,4,3,2,,,9,1,,"2,3",2,5,3,77493,2021,4,,5,proximal
0,3/27/23 21:36,100,680,1,1,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,,,,9,10,Due to the rise of unpredictable climate change more hurricanes and flooding and natural distasters are happening more frequent... and lives are being lost and and causeing a ripple effect on damaging the economy as well... hurricane imelda is a good example of how intense these storms are beginning to be compared to other hurricanes.. they are seeming to grow stronger and more frequent and very unpredictable due to climate change...,,,,6,6,6,6,2,3,2,4,3,3,2,4,4,4,4,2,4,4,4,4,2,2,2,4,4,4,4,4,2,,,6,2,,1,2,2,3,76374,8,1,,6,proximal
1,3/17/23 10:37,100,673,1,1,5,5,7,4,7,7,4,7,7,4,3,4,4,4,5,6,,,,8,8,A bunch of bs,,,,1,1,1,1,2,4,1,1,2,3,4,2,4,2,2,2,1,2,1,5,5,1,5,4,1,1,1,1,2,,,9,2,,1,2,1,3,79706,14,3,,4,proximal
0,3/27/23 21:54,100,324,1,1,5,2,2,2,2,2,2,2,7,2,2,3,4,2,2,2,,,,,,,10,10,thia is great for the kids ,7,7,4,7,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,1,1,1,1,2,1,1,1,1,1,7,4,1,,2,1,2,1,76052,2017,5,,2,distal
0,3/27/23 22:27,100,551,1,1,5,6,6,6,5,6,5,6,5,5,6,5,6,6,5,5,10,10,It's impossible to believe all the damage we have caused,,,,,,,6,6,5,5,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,2,,,7,2,,6,1,4,3,79915,2021,3,,4,control
2,3/14/23 10:35,100,582,1,1,5,6,5,5,7,6,6,5,7,5,5,5,5,4,6,5,,,,12,12,Climate change is responsible for many of the recent disastrous weather events we have been experiencing in recent years.,,,,7,7,6,6,3,4,2,1,2,1,5,5,5,5,4,1,3,5,5,5,1,1,1,4,5,5,4,5,1,2,6,10,2,,1,2,3,3,75035,1996,4,,3,proximal
0,3/17/23 10:58,100,692,1,1,5,5,6,5,7,4,5,7,6,4,5,6,4,5,5,4,,,,11,11,That they are good ,,,,4,4,4,4,4,3,3,2,3,2,4,3,3,4,3,3,2,3,3,5,3,3,3,4,4,4,3,4,2,,,7,2,,1,2,2,3,75440,2008,1,,4,proximal
0,3/27/23 23:54,100,271,1,1,5,4,4,3,5,6,4,4,4,3,5,4,3,5,3,5,9,12,How we like taken pictures ,,,,,,,4,3,4,5,4,4,3,3,2,2,4,2,4,2,1,3,2,4,3,3,2,3,2,3,3,3,3,2,2,,,5,2,,6,1,2,2,76504,1996,4,,2,control
2,3/14/23 10:06,100,583,1,1,5,3,3,5,6,5,4,7,7,7,4,5,2,4,3,4,,,,11,9,The storm was likely caused by nature not climate change,,,,1,1,1,1,4,1,1,1,4,4,3,2,2,2,2,4,3,1,1,5,5,3,5,3,1,1,1,1,2,,,10,2,,"1,7",2,3,3,75569,1970,1,,7,proximal
0,3/28/23 0:13,100,266,1,1,5,5,6,5,4,5,5,7,6,5,6,5,6,6,5,4,,,,12,12,R hey wete talk I nhg a b out hurricanes ,,,,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,,,8,2,,1,2,3,3,77551,2021,3,,4,proximal
0,3/28/23 0:21,100,121,1,1,5,5,2,5,4,4,4,4,4,5,3,5,5,3,4,5,,,,,,,10,10,i do not know ,5,4,3,4,2,1,2,3,2,3,3,2,2,4,4,3,1,3,2,2,3,3,3,4,3,2,2,3,2,,,5,2,,1,1,2,3,78238,1990,3,,4,distal
0,3/28/23 1:58,100,396,1,1,5,5,4,4,3,4,5,3,6,4,4,6,3,4,4,5,10,10,This is a small short paragraph to read,,,,,,,5,4,4,4,1,3,2,4,2,4,4,2,3,1,1,4,3,3,3,3,5,5,3,3,2,3,4,3,1,3,5,4,2,,2,1,2,1,75218,2020,3,,2,control
2,3/14/23 8:40,100,588,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,12,12,Climate change is messing with the weather making it worse ,,,,7,7,4,7,4,2,2,2,5,4,4,4,3,4,3,3,2,5,5,5,2,2,2,5,5,3,4,5,1,4,6,7,2,,2,2,2,3,77521,2019,4,,4,proximal
2,3/18/23 21:12,100,588,1,1,5,7,7,7,7,7,7,5,7,7,5,5,5,7,5,7,,,,12,12,Explanation of effects of climate change,,,,7,7,7,7,5,3,4,4,3,2,5,5,5,5,3,1,1,5,5,5,1,1,1,5,5,5,5,5,2,,,8,2,,1,2,3,3,78217,2005,4,,1,proximal
0,3/28/23 2:16,100,1123,1,1,5,6,6,6,6,7,7,6,7,6,6,7,7,6,5,7,,,,,,,11,11,Climb change is something we should  be concerned about  because it has the potential to be devastating. ,6,6,6,6,1,5,3,4,1,1,5,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,2,,,5,1,,2,2,4,3,77801,2000,3,,4,distal
2,3/14/23 8:09,100,601,1,1,5,7,7,7,7,6,7,6,7,6,5,6,5,6,6,6,,,,12,11,Climate change has increased the natural disasters that are occurring in our world. They are becoming more frequent and more devastating. ,,,,6,6,6,6,3,2,2,2,2,2,4,4,3,5,4,4,3,4,4,5,2,3,2,2,5,4,4,5,1,1,1,6,2,,1,1,6,3,75071,20 years ago,4,,4,proximal
2,4/2/23 20:49,100,602,1,1,5,4,4,5,5,6,6,5,7,6,5,3,3,4,6,5,,,,11,12,Extreme weather is happening more frequently due to climate change.,,,,3,6,7,5,5,1,1,2,2,4,4,4,2,4,2,2,5,4,4,5,1,5,2,2,2,2,4,4,1,3,6,8,2,,1,2,2,3,77385,2018,1,,5,proximal
1,3/17/23 13:09,100,709,1,1,5,6,6,6,7,7,7,6,6,6,2,6,6,5,6,2,,,,12,10,Informative,,,,6,6,2,7,1,3,1,1,1,1,5,5,3,5,4,3,2,4,4,5,3,2,3,2,4,4,3,4,2,,,8,2,,2,2,5,3,75203,2013,4,,2,proximal
2,3/14/23 20:51,100,606,1,1,5,7,7,7,7,6,7,7,7,6,7,6,5,7,7,6,,,,12,12,"Weather changes are being more frequent like severe climate change. Such as heavy rainfall,catastrophic fires, cyclones, hurricanes and prolonged heat. These disasters have led to loss of lives and damage to biodiversity, health, infrastructure, and the economy. One example of such disasters is Hurricane Imelda, which struck Texas in 2019. The hurricane led to widespread and devastating flooding that affected millions of people, causing serious economic impact and a significant number of deaths. The unprecedented destructive impact of Hurricane Imelda was largely caused by climate change. Researchers have found that Imelda was more intense, and storms like Imelda are more likely to happen, because of climate change",,,,7,7,7,7,5,5,1,1,1,1,5,4,1,3,2,4,5,5,5,5,1,5,2,4,5,5,3,5,1,4,5,4,2,,1,2,5,3,57152,2021,3,,5,proximal
1,3/17/23 22:21,100,417,1,1,5,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,,,,12,12,I wouldn't know how to break it down into something simple,,,,1,4,1,1,5,1,1,1,1,1,3,3,5,5,2,4,4,3,4,5,4,3,5,2,4,4,4,4,1,4,7,7,2,,1,2,2,3,77036,2020,4,,4,proximal
2,3/14/23 8:18,100,608,1,1,5,6,5,6,6,6,5,7,7,6,5,4,3,5,5,4,,,,11,10,Weather has been getting worse over the last few years. Something has to be causing the change in patterns.,,,,4,4,4,3,2,3,1,1,4,3,3,4,2,3,4,3,3,3,4,5,3,3,3,2,3,3,3,3,2,,,6,2,,1,2,5,3,76044,2020,1,,4,proximal
2,3/17/23 11:14,100,611,1,1,5,6,7,7,7,6,7,6,7,5,6,5,6,5,6,5,,,,10,12,Since the impact of covid-19 many jobs were stopped which stopped the pollution which means the climate was getting better and the Earth was changing and that's why we have many disasters,,,,6,7,7,5,2,2,4,5,1,1,4,4,3,4,4,1,1,3,5,5,4,3,3,4,5,4,5,5,1,3,5,8,1,,6,1,3,3,79903,30,4,,3,proximal
2,3/16/23 19:46,100,613,1,1,5,6,7,6,5,6,5,7,7,5,4,3,5,5,5,5,,,,11,11,The weather is being affected by climate change and so the weather is getting extreme ,,,,4,5,5,5,5,2,1,2,4,4,3,4,3,3,2,2,3,4,4,5,3,2,3,3,3,3,4,4,2,,,9,2,,1,2,4,3,79108,1995,1,,6,proximal
2,3/14/23 10:04,100,620,1,1,5,6,6,6,6,5,6,5,6,5,4,5,4,5,4,7,,,,11,11,"There are climate change impacts that are going to cause hotter climate that leads to wildfires, more hurricanes and heavy rainfall. Hurricane Imelda is one of the results of climate change and researchers suspect that more hurricanes with the same intensity will occur. ",,,,5,6,5,6,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,5,4,3,3,4,4,4,4,4,2,,,4,2,,1,1,2,3,75203,2020,4,,1,proximal
0,3/28/23 15:37,100,114,1,1,5,2,4,3,4,3,3,5,6,4,4,4,4,5,5,5,12,11,It’s cool to do,,,,,,,4,5,6,5,2,2,4,2,4,3,1,3,3,4,4,3,3,4,3,4,5,2,5,4,2,5,4,2,2,,,5,1,,2,2,5,2,90001,2000,3,,5,control
2,3/15/23 8:14,100,622,1,1,5,3,2,4,7,7,7,5,5,4,5,3,7,7,7,7,,,,12,10,"Due to recent climate changes, a lot of natural disasters have and will continue to occur. Which will and has resulted in economic stress and poverty. ",,,,5,7,7,4,4,2,1,2,4,2,2,5,2,5,4,2,3,4,5,5,1,3,2,4,2,2,4,4,2,,,5,2,,1,2,2,3,76548,2021,3,,4,proximal
2,3/14/23 13:31,100,629,1,1,5,7,3,4,7,3,6,7,7,6,6,5,7,5,2,4,,,,12,12,Extreme weather conditions caused by climate change such as hurricane Imelda have caused a lot of damage not obly to infrastructure but the economy.,,,,6,7,7,7,2,4,1,1,5,4,5,5,3,4,5,1,1,5,5,5,1,1,1,4,4,4,4,4,1,2,2,6,2,,4,2,5,3,78240,2022,3,,4,proximal
2,3/13/23 7:59,100,631,1,1,5,2,6,5,6,6,6,7,7,4,4,2,3,3,4,5,,,,12,9,Natural disasters are happening cause of Climate change ,,,,1,1,1,1,5,1,1,1,5,1,1,5,2,3,3,2,2,4,5,5,2,5,2,1,2,1,1,1,2,,,7,1,,4,2,3,3,77095,2017,3,,3,proximal
2,3/18/23 0:59,100,633,1,1,5,5,4,5,7,5,4,5,7,5,3,6,3,5,4,6,,,,11,10,Hurricane  Imelda which hit Texas in 2019 was devastating  and said to be caused by cli.ate change.,,,,3,3,5,3,4,3,1,2,3,4,2,1,1,2,3,2,1,4,4,5,4,2,3,4,2,3,2,2,2,,,10,2,,1,2,2,3,76063,2027,1,,5,proximal
2,3/19/23 15:05,100,640,1,1,5,7,7,7,7,7,7,6,7,5,4,5,6,6,6,6,,,,12,12,Scientists say that because of climate change there will be more catastrophic weather events.,,,,6,7,7,6,2,5,4,5,2,2,5,5,3,5,4,2,2,4,5,5,1,3,2,4,5,5,5,5,1,3,3,5,1,,2,2,2,3,77840,2012,3,,4,proximal
0,3/29/23 9:59,100,166,1,1,5,7,7,7,6,7,6,6,6,7,7,6,7,6,7,7,,,,,,,10,10,its ok,7,7,7,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,2,,"1,4",2,3,3,77303,2006,1,,4,distal
2,3/27/23 20:02,100,648,1,1,5,3,2,3,4,4,5,4,6,6,2,2,1,2,3,3,,,,11,11,The paragraphs were about how climate change is effecting severe weather events and making them worse.,,,,2,4,2,3,1,2,2,3,1,2,4,4,3,4,2,3,3,4,4,5,2,2,3,2,3,2,4,4,2,,,5,2,,1,2,1,3,76374,1988,1,,6,proximal
2,3/16/23 7:30,100,663,1,1,5,6,5,6,7,3,5,7,7,5,6,5,5,4,5,5,,,,10,10,Blaming Hurricanes on climate change.,,,,3,5,6,3,3,4,1,4,3,2,2,3,2,2,3,2,2,4,4,5,2,2,2,4,3,3,3,3,2,,,8,2,,1,2,2,3,75147,2001,1,,6,proximal
0,3/29/23 11:15,100,552,1,1,5,6,7,6,6,7,7,6,7,7,6,7,5,5,6,6,,,,12,10,"That biblically, the Bible mentions crazier weather conditions as we get closer to the end times, so this paragraph is a reflection of that. ",,,,4,4,4,2,3,4,1,1,2,1,4,4,1,4,3,2,2,4,4,1,2,3,2,3,2,2,2,2,1,1,5,5,1,,"1,3",2,3,3,76180,2023,3,,6,proximal
2,3/27/23 11:12,100,670,1,1,5,2,2,4,5,3,2,7,7,6,6,6,5,4,5,4,,,,10,10,This article could have been written by someone that has no knowledge of what happened. It also could be fake news unless the article is vetted and found  viable. Most people that right or involved in climate change have an agenda and it’s not to save the planet. These people take individuals who are moldable and they fill their minds with fear. They also want to promote adversity and intolerance to anyone that opposes that.,,,,1,1,1,1,1,2,1,1,5,5,2,1,1,1,1,3,3,1,1,5,5,2,5,1,1,1,1,1,1,1,1,7,1,,1,2,2,3,75602,2013,1,,7,proximal
2,4/2/23 22:56,100,671,1,1,5,6,6,6,7,6,7,6,6,6,3,4,3,6,5,5,,,,12,12,"Climate change is having an extreme effect on weather, causing ever more ss my sever weather events, and we need to be doing much more about it as a aoxiety than we are now.",,,,7,7,7,7,2,4,3,3,1,3,5,4,4,4,3,1,1,5,5,5,1,1,1,5,4,4,5,5,1,5,5,7,1,,1,2,2,3,77039,1969,4,,3,proximal
0,3/29/23 12:37,100,345,1,1,5,4,2,4,4,1,2,7,7,5,2,4,6,6,4,3,,,,,,,10,10,Don't know,1,2,4,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,,,9,1,,1,2,3,3,75561,2018,3,,5,distal
